Code,lon,lat,x_norm,y_norm
ABW,-69.972795,12.5174,0.305631125,0.4304588888888889
AFG,66.496586,34.164262,0.6847127388888888,0.31019854444444445
AGO,17.984249,-12.182762,0.5499562472222222,0.567682011111111
AIA,-63.026361,18.242979,0.324926775,0.3986501166666667
ALA,19.869671,60.156467,0.5551935305555555,0.16579740555555555
ALB,20.11384,40.654855,0.5558717777777779,0.27413969444444447
AND,1.539409,42.547643,0.5042761361111111,0.26362420555555555
ARE,54.547256,23.466285,0.6515201555555555,0.36963175
ARG,-64.173331,-33.501159,0.32174074722222223,0.68611755
ARM,44.800564,40.459077,0.6244460111111111,0.27522735
ASM,-170.747153,-14.32671,0.025702352777777784,0.5795928333333333
ATA,35.885455,-79.843222,0.5996818194444444,0.9435734555555555
ATF,69.122136,-49.303721,0.6920059333333334,0.7739095611111111
ATG,-61.790612,17.352249,0.3283594111111111,0.4035986166666667
AUS,134.04972,-24.129522,0.8723603333333333,0.6340529
AUT,14.130515,47.518859,0.5392514305555556,0.2360063388888889
AZE,47.210994,40.402387,0.63114165,0.27554229444444445
BDI,29.917086,-3.332836,0.5831030166666668,0.5185157555555555
BEL,4.800448,50.785392,0.5133345777777778,0.21785893333333334
BEN,2.352018,10.324775,0.5065333833333333,0.44264013888888887
BFA,-1.36388,12.673048,0.4962114444444445,0.4295941777777778
BGD,89.684963,24.214956,0.7491248972222222,0.36547246666666666
BGR,25.15709,42.508785,0.5698808055555555,0.2638400833333333
BHR,50.554816,26.055972,0.6404300444444445,0.3552446
BHS,-77.146688,26.401789,0.28570364444444446,0.35332339444444444
BIH,18.06841,44.091051,0.5501900277777778,0.25504971666666665
BLM,-62.833193,17.901987,0.32546335277777777,0.40054451666666674
BLR,28.417701,53.821888,0.5789380583333333,0.2009895111111111
BLZ,-88.712962,17.202068,0.25357510555555557,0.4044329555555556
BMU,-64.763573,32.296592,0.3201011861111111,0.3205744888888889
BOL,-64.593433,-16.666015,0.32057379722222223,0.5925889722222222
BRA,-49.55945,-12.098687,0.36233486111111113,0.5672149277777778
BRB,-59.568966,13.163709,0.33453065,0.4268682833333334
BRN,114.551943,4.448298,0.8181998416666667,0.4752872333333334
BTN,90.040294,27.536685,0.7501119277777778,0.34701841666666666
BWA,24.179216,-22.102634,0.5671644888888889,0.622792411111111
CAF,20.906897,6.989681,0.558074713888889,0.46116843888888887
CAN,-101.9107,60.324287,0.21691472222222222,0.16486507222222224
CHE,7.463965,46.719114,0.5207332361111111,0.2404493666666667
CHL,-72.318871,-38.151771,0.29911424722222224,0.7119542833333333
CHN,106.337289,32.498178,0.7953813583333333,0.31945456666666666
CIV,-5.568618,7.49139,0.4845316166666667,0.4583811666666667
CMR,12.473488,4.585041,0.5346485777777777,0.47452754999999996
COD,23.458829,-1.858167,0.5651634138888889,0.51032315
COG,15.9005,0.142331,0.5441680555555556,0.4992092722222222
COK,-159.785675,-21.215993,0.05615090277777778,0.6178666277777778
COL,-73.174347,3.373111,0.296737925,0.48126049444444446
COM,43.318094,-11.727683,0.6203280388888889,0.5651537944444445
CPV,-23.639434,15.074761,0.4343349055555556,0.4162513277777778
CRI,-84.077922,10.0651,0.2664502166666667,0.44408277777777777
CUB,-77.975855,21.334024,0.2834004027777778,0.38147764444444443
CUW,-68.920578,12.145039,0.30855394999999997,0.4325275611111111
CYM,-81.24055,19.319862,0.2743318055555556,0.3926674333333333
CYP,33.084182,34.913329,0.5919005055555555,0.3060370611111111
CZE,15.377555,49.882364,0.5427154305555556,0.22287575555555555
DEU,9.678348,50.961733,0.5268843,0.2168792611111111
DJI,42.498825,11.976343,0.6180522916666666,0.4334647611111111
DMA,-61.344958,15.458829,0.3295973388888889,0.4141176166666667
DNK,9.018163,55.966965,0.5250504527777777,0.18907241666666666
DOM,-70.653998,19.104137,0.30373889444444446,0.3938659055555555
DZA,2.808241,27.397406,0.5078006694444445,0.34779218888888885
ECU,-78.188375,-1.259076,0.2828100694444445,0.5069948666666666
EGY,29.445837,26.186173,0.5817939916666667,0.35452126111111115
ERI,38.285566,15.787401,0.6063487944444444,0.41229221666666666
ESH,-12.630304,23.967592,0.4649158222222222,0.3668467111111111
ESP,-3.464718,40.090953,0.4903757833333333,0.2772724833333333
EST,25.867126,58.724865,0.5718531277777777,0.17375074999999998
ETH,39.0886,8.032795,0.6085794444444445,0.45537336111111115
FIN,27.276449,63.252361,0.5757679138888889,0.14859799444444444
FJI,177.975427,-17.826099,0.994376186111111,0.5990338833333333
FLK,-58.738602,-51.608913,0.33683721666666666,0.7867161833333334
FRO,-7.058429,62.185604,0.4803932527777778,0.15452442222222224
FSM,158.234019,6.887553,0.9395389416666666,0.4617358166666667
GAB,11.835939,-0.437739,0.5328776083333333,0.5024318833333333
GBR,-2.116346,54.402739,0.49412126111111115,0.19776256111111112
GEO,43.735724,41.870087,0.6214881222222223,0.26738840555555554
GGY,-2.561736,49.463533,0.4928840666666667,0.22520259444444446
GHA,-1.036941,7.717639,0.4971196083333333,0.4571242277777777
GIB,-5.3467,36.129426,0.48514805555555557,0.29928096666666665
GIN,-10.016402,10.618516,0.4721766611111111,0.4410082444444444
GMB,-14.998318,13.641721,0.45833800555555554,0.4242126611111111
GNB,-14.52413,12.163712,0.4596551944444444,0.4324238222222222
GNQ,8.9902,2.333,0.5249727777777777,0.4870388888888889
GRC,21.72568,39.492763,0.5603491111111112,0.2805957611111111
GRD,-61.680461,12.113156,0.32866538611111107,0.43270468888888886
GRL,-39.335251,74.319387,0.3907354138888889,0.08711451666666663
GTM,-90.497134,14.982133,0.2486190722222222,0.41676592777777777
GUM,144.703614,13.354173,0.9019544833333334,0.42581015
GUY,-58.942643,5.124317,0.3362704361111111,0.4715315722222222
HKG,114.097769,22.448829,0.8169382472222222,0.3752842833333333
HMD,73.50521,-53.103462,0.7041811388888889,0.7950192333333334
HND,-86.887604,14.794801,0.25864554444444443,0.4178066611111111
HRV,16.37241,45.805799,0.5454789166666667,0.2455233388888889
HTI,-72.224051,19.263784,0.2993776361111111,0.3929789777777778
HUN,19.447867,47.086841,0.5540218527777778,0.23840643888888888
IDN,101.892949,-0.954404,0.7830359694444444,0.5053022444444444
IMN,-4.530069,54.220833,0.487416475,0.19877315
IND,79.358105,22.686852,0.7204391805555557,0.37396193333333333
IOT,71.348349,-6.190826,0.6981898583333332,0.5343934777777778
IRL,-7.798588,53.078726,0.47833725555555556,0.20511818888888886
IRN,54.931495,32.166225,0.6525874861111111,0.32129875
IRQ,43.26181,33.09403,0.6201716944444444,0.3161442777777778
ISL,-18.673711,64.779286,0.44812858055555554,0.1401150777777778
ISR,34.847915,30.911148,0.5967997638888889,0.3282714
ITA,11.076907,44.732482,0.5307691861111111,0.25148621111111114
JAM,-77.318767,18.137124,0.2852256472222222,0.3992382
JEY,-2.090146,49.220808,0.49419403888888885,0.2265510666666667
JOR,36.375991,30.805025,0.6010444194444444,0.3288609722222222
JPN,138.44217,36.142538,0.8845615833333335,0.2992081222222222
KAZ,68.685548,49.054149,0.6907931888888889,0.22747694999999998
KEN,37.907632,0.549043,0.6052989777777777,0.4969497611111111
KGZ,74.532637,41.66854,0.7070351027777778,0.2685081111111111
KHM,104.50487,12.647584,0.7902913055555555,0.42973564444444445
KIR,-157.384577,1.820437,0.06282061944444442,0.4898864611111111
KNA,-62.757975,17.336558,0.32567229166666667,0.4036857888888889
KOR,128.129504,36.384924,0.8559152888888889,0.2978615333333333
KWT,47.313999,29.413628,0.631427775,0.3365909555555555
LAO,102.533912,19.431821,0.7848164222222221,0.3920454388888889
LBN,35.992892,34.133368,0.5999802555555556,0.3103701777777778
LBR,-9.460379,6.447177,0.4737211694444445,0.46418235
LBY,18.011015,26.638944,0.5500305972222221,0.35200586666666667
LCA,-60.980094,13.892371,0.33061084999999996,0.42282016111111115
LIE,9.559439,47.111405,0.5265539972222222,0.23826997222222224
LKA,80.704823,7.581097,0.724180063888889,0.45788279444444446
LSO,28.246639,-29.480158,0.5784628861111111,0.6637786555555556
LTU,24.089932,55.103703,0.5669164777777778,0.19386831666666665
LUX,6.07762,49.733732,0.5168822777777777,0.22370148888888888
LVA,25.458723,57.066872,0.570718675,0.18296182222222224
MAC,113.556038,22.129735,0.8154334388888889,0.3770570277777778
MAF,-63.049399,18.081302,0.32486278055555556,0.39954832222222225
MAR,-7.187296,31.650723,0.48003528888888886,0.32416265
MCO,7.398291,43.739652,0.5205508083333333,0.2570019333333333
MDA,28.487904,47.434999,0.5791330666666668,0.2364722277777778
MDG,46.704241,-18.628288,0.6297340027777778,0.6034904888888889
MDV,73.507554,4.174441,0.7041876499999999,0.4768086611111111
MEX,-102.289448,23.919988,0.21586264444444447,0.36711117777777774
MHL,171.193609,7.082568,0.9755378027777779,0.4606524
MKD,21.555839,41.558223,0.5598773305555556,0.26912098333333334
MLI,-2.038455,18.692713,0.494337625,0.3961515944444445
MLT,14.433005,35.892886,0.5400916805555556,0.3005950777777778
MMR,95.804497,21.573855,0.7661236027777777,0.38014525000000005
MNE,19.143727,42.803101,0.5531770194444445,0.26220499444444445
MNG,104.150405,45.997488,0.7893066805555555,0.24445840000000002
MNP,145.734397,15.188188,0.9048177694444445,0.4156211777777778
MOZ,37.83789,-13.94323,0.60510525,0.5774623888888889
MRT,-9.740299,19.587062,0.4729436138888889,0.39118298888888886
MSR,-62.188252,16.73717,0.32725485555555556,0.40701572222222226
MUS,57.565848,-20.299506,0.6599051333333333,0.6127750333333334
MWI,33.608082,-13.386737,0.5933557833333333,0.5743707611111111
MYS,113.83708,2.528667,0.8162141111111112,0.48595185
NAM,17.108166,-20.575298,0.5475226833333333,0.6143072111111111
NCL,165.084004,-21.064697,0.9585666777777777,0.6170260944444445
NER,9.504356,17.446195,0.5264009888888889,0.40307669444444444
NFK,167.954531,-29.033042,0.9665403638888889,0.6612946777777777
NGA,7.50322,9.439799,0.5208422777777778,0.4475566722222223
NIC,-85.069347,12.670697,0.2636962583333334,0.42960723888888885
NIU,-169.862565,-19.045956,0.028159541666666697,0.6058108666666667
NLD,5.61144,52.422211,0.5155873333333333,0.20876549444444445
NPL,83.639914,28.297925,0.7323330944444444,0.34278930555555553
NRU,166.932644,-0.520261,0.9637017888888888,0.5028903388888889
NZL,172.787,-39.759,0.979963888888889,0.7208833333333334
OMN,57.336553,22.120427,0.6592682027777778,0.37710873888888885
PAK,68.545632,29.328389,0.6904045333333334,0.33706450555555556
PAN,-80.352106,8.72198,0.27679970555555555,0.45154455555555556
PCN,-128.317536,-24.364576,0.14356240000000003,0.6353587555555555
PER,-72.90016,-12.976679,0.2974995555555556,0.5720926611111111
PHL,122.465,11.198,0.8401805555555556,0.43778888888888884
PLW,134.580157,7.518252,0.8738337694444444,0.4582319333333333
PNG,143.910216,-5.695285,0.8997506,0.5316404722222222
POL,19.490468,51.990316,0.5541401888888888,0.2111649111111111
PRI,-66.481065,18.234668,0.315330375,0.3986962888888889
PRK,126.444516,39.885252,0.8512347666666668,0.27841526666666666
PRT,-8.271754,39.606675,0.4770229055555556,0.2799629166666667
PRY,-60.146394,-21.674509,0.3329266833333333,0.6204139388888888
PSE,35.291341,32.047431,0.5980315027777777,0.32195871666666664
PYF,-149.46157,-17.628081,0.08482897222222224,0.5979337833333334
QAT,51.143509,25.237383,0.6420653027777777,0.3597923166666667
ROU,24.972624,45.733237,0.5693684,0.2459264611111111
RUS,44.686469,58.249357,0.6241290805555555,0.1763924611111111
RWA,30.103894,-1.897196,0.5836219277777778,0.5105399777777777
SAU,44.6996,23.806908,0.6241655555555555,0.36773940000000005
SDN,29.260657,16.330746,0.5812796027777778,0.40927363333333333
SEN,-14.778586,15.138125,0.45894837222222223,0.41589930555555554
SGP,103.816925,1.366587,0.7883803472222222,0.49240785000000004
SGS,-31.063179,-55.683402,0.4137133916666667,0.8093522333333334
SHN,-5.71262,-15.950487,0.48413161111111114,0.5886138166666667
SLB,159.170468,-8.029548,0.942140188888889,0.5446086
SLE,-11.763677,8.617449,0.46732311944444443,0.45212528333333335
SLV,-88.890124,13.685371,0.2530829888888889,0.4239701611111111
SMR,12.441206,43.933916,0.5345589055555555,0.25592268888888886
SOM,45.19238,3.568925,0.6255343888888889,0.48017263888888884
SPM,-56.332352,47.040344,0.34352124444444443,0.23866475555555558
SRB,20.787989,44.189919,0.557744413888889,0.25450045
SSD,30.390151,7.230477,0.5844170861111111,0.4598306833333334
STP,7.021,0.9709,0.5195027777777778,0.49460611111111114
SUR,-55.91094,4.143987,0.34469183333333336,0.47697785000000004
SVK,19.049868,48.734044,0.5529163,0.22925531111111114
SVN,14.915312,46.06076,0.5414314222222222,0.24410688888888887
SWE,19.01705,65.85918,0.552825138888889,0.1341156666666667
SWZ,31.467264,-26.533676,0.5874090666666667,0.6474093111111111
SXM,-63.070133,18.04088,0.3248051861111111,0.3997728888888889
SYC,55.480175,-4.676659,0.6541115972222222,0.5259814388888889
SYR,38.277783,35.006636,0.606327175,0.3055186888888889
TCA,-71.752704,21.81663,0.30068693333333335,0.3787965
TCD,18.645041,15.142959,0.5517917805555556,0.41587244999999995
TGO,1.058113,8.80722,0.5029392027777777,0.451071
THA,101.073198,15.45974,0.7807588833333333,0.4141125555555556
TJK,72.587276,38.199835,0.7016313222222222,0.2877786944444444
TKM,58.676647,39.855246,0.6629906861111111,0.2785819666666667
TLS,125.854679,-8.803705,0.8495963305555556,0.5489094722222223
TON,-175.163014,-21.210026,0.013436072222222211,0.6178334777777778
TTO,-60.9184,10.9989,0.33078222222222226,0.438895
TUN,9.007881,33.687263,0.5250218916666667,0.31284853888888886
TUR,34.508268,39.345388,0.5958563,0.2814145111111111
TUV,179.209587,-8.513717,0.9978044083333333,0.5472984277777778
TWN,120.868204,23.652408,0.8357450111111111,0.3685977333333333
TZA,34.959183,-6.051866,0.5971088416666667,0.5336214777777778
UGA,32.948555,1.972589,0.5915237638888888,0.4890411722222222
UKR,32.140865,49.724739,0.5892801805555555,0.22375145
UMI,166.644535,19.285663,0.9629014861111111,0.39285742777777777
URY,-55.966942,-32.961127,0.3445362722222222,0.6831173722222222
USA,-97.482602,39.538479,0.22921499444444443,0.2803417833333333
UZB,64.005429,41.693603,0.6777928583333334,0.2683688722222222
VAT,12.453418,41.903323,0.5345928277777777,0.2672037611111111
VCT,-61.3359,13.0879,0.3296225,0.42728944444444444
VEN,-64.599381,7.182476,0.32055727500000003,0.4600973555555556
VGB,-64.63661,18.426606,0.32045386111111107,0.3976299666666667
VIR,-64.779172,17.746706,0.32005785555555555,0.4014071888888889
VNM,105.387292,21.715416,0.7927424777777777,0.3793588
VUT,166.908762,-15.37153,0.9636354500000001,0.5853973888888889
WLF,-178.137436,-14.286415,0.0051737888888888665,0.5793689722222223
WSM,-172.438241,-13.639139,0.021004886111111096,0.5757729944444444
YEM,45.874383,15.328226,0.6274288416666667,0.4148431888888889
ZAF,23.665734,-29.708776,0.5657381499999999,0.6650487555555555
ZMB,26.395298,-14.660804,0.5733202722222223,0.5814489111111111
ZWE,29.925444,-18.91164,0.5831262333333334,0.6050646666666667
